afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60006807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006832,0,0,0,0,0,2,0,0,0,2,0,1,1,0,2,3,2,0,2,8,3,5,usa
60006840,0,0,0,0,0,0,0,1,7,4,12,2,7,5,5,5,2,2,0,16,2,0,usa
60006873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006894,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,12,can
60006917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006929,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,usa
60006949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006989,0,0,0,2,1,2,1,0,0,0,0,2,8,4,0,0,8,0,5,0,3,3,usa
60006998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60007027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,4,9,11,usa
60007033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,5,usa
